Protein IDs,Protein names,n_variants_present,f_present,mean_WD,max_WD,mean_z,median_log2FC,mean_MiST,mean_specificity,ctrl_detect_ratio_overall,n_high_lines,n_mid_lines,bait_specific_penalty,any_high,any_mid,S,prey_uniprot,struct_status,struct_iptm,struct_ptm,struct_rank,fraction_disordered,has_clash,S_struct,iface_contact_pairs,iface_res_A,iface_res_B,iface_min_ca_dist,iface_mean_ca_dist,iface_mean_plddt,iface_area,iface_hbonds,iface_salt_bridges,iface_hydroph_contacts,score_struct,priority_rank,score_struct_cal,priority_rank_cal
Q86W42,THO complex subunit 6 homolog ,7,1.0,0.1141402420857197,1.815911691854498,849459.9959433132,1.1684253894445042,0.0,0.826530612244898,0.1428571428571428,5,6,0.1734693877551019,True,True,0.56450946261598,,,,,,,,0.56450946261598,,,,,,,,,,,0.282255,161,0.282255,161
A8KAH7,"cDNA FLJ75444, highly similar to Homo sapiens protein kinase, cAMP-dependent, regulatory, type II, alpha (PRKAR2A), mRNA ",7,1.0,0.3769243845661672,2.519222608345477,1.669342118854239,2.1110410807032416,0.1693354632105778,0.7857142857142857,0.2857142857142857,0,5,0.2142857142857142,False,True,0.5639843278231158,,,,,,,,0.5639843278231158,,,,,,,,,,,0.281992,162,0.281992,162
O94874,E3 UFM1-protein ligase 1 ,7,1.0,0.0629531837762859,1.955829971245901,1054437.8392048967,1.5121228267197149,0.0,0.7755102040816327,0.1428571428571428,2,6,0.2244897959183673,True,True,0.5639223709531961,O94874,empty,,,,,,0.5639223709531961,,,,,,,,,,,0.281961,163,0.281961,163
A0A024R8E4,"Chromosome 9 open reading frame 32, isoform CRA_a ",7,1.0,0.3628817989445104,1.2044729218164512,598843.1327346882,0.7472472773073271,0.0,0.7551020408163265,0.1428571428571428,2,7,0.2448979591836734,True,True,0.5635119659356844,,,,,,,,0.5635119659356844,,,,,,,,,,,0.281756,164,0.281756,164
B2RA03,"cDNA, FLJ94640, highly similar to Homo sapiens keratin 18 (KRT18), mRNA ",7,1.0,-0.3486303098680287,0.1966382554792725,1.0742029633946737,1.7355233131196677,0.9547174077707872,0.9285714285714286,0.0,0,6,0.0714285714285714,False,True,0.5632712884327199,,,,,,,,0.5632712884327199,,,,,,,,,,,0.281636,165,0.281636,165
B4DQY1,"cDNA FLJ56133, highly similar to Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform ",7,1.0,-0.1962530860980225,1.0096382796658838,0.7635902142420488,1.2758008301541717,0.7703888384999764,0.9285714285714286,0.0,0,5,0.0714285714285714,False,True,0.5631724890209581,,,,,,,,0.5631724890209581,,,,,,,,,,,0.281586,166,0.281586,166
A0A7I2V430,ATP-dependent RNA helicase DDX1 ,7,1.0,-0.1599541531967643,2.1826777334146086,1035897.4070285464,1.726422150508828,0.6315209426295857,0.673469387755102,0.1428571428571428,3,6,0.3265306122448979,True,True,0.5629479412730238,,,,,,,,0.5629479412730238,,,,,,,,,,,0.281474,167,0.281474,167
Q9Y490,Talin-1 ,7,1.0,0.2920075674970755,2.301032135626507,105235.45792716728,0.4056729482301406,0.1572587363708124,0.8979591836734694,0.1428571428571428,1,5,0.1020408163265305,True,True,0.5627558610392981,,,,,,,,0.5627558610392981,,,,,,,,,,,0.281378,168,0.281378,168
Q6UW63,Protein O-glucosyltransferase 2 ,7,1.0,-0.0033906509793314,1.6104061876485918,0.5895274287701403,1.234902588027477,0.646688172567247,0.8469387755102041,0.0,0,4,0.1530612244897959,False,True,0.5626894686865446,,,,,,,,0.5626894686865446,,,,,,,,,,,0.281345,169,0.281345,169
O75937,DnaJ homolog subfamily C member 8 ,7,1.0,-0.0432867662417999,1.3672363230974882,976659.1867614425,1.2053116969430595,0.0235004569288455,0.8673469387755102,0.1428571428571428,4,7,0.1326530612244897,True,True,0.5620660832092712,O75937,empty,,,,,,0.5620660832092712,,,,,,,,,,,0.281033,170,0.281033,170
G8JLB6,Heterogeneous nuclear ribonucleoprotein H ,7,1.0,0.2874125787547514,2.7498342033929712,-2.8682022878016906,-1.6655066445075557,1.2598540274104022,0.7040816326530612,0.2857142857142857,0,5,0.2959183673469387,False,True,0.5619922741952242,,,,,,,,0.5619922741952242,,,,,,,,,,,0.280996,171,0.280996,171
Q6NXE6,Armadillo repeat-containing protein 6 ,7,1.0,0.1492541702110922,0.9285714285713712,0.1790551042784944,-0.1556509198180506,0.4092828153938139,0.9285714285714286,0.0,0,3,0.0714285714285714,False,True,0.5618812112520938,,,,,,,,0.5618812112520938,,,,,,,,,,,0.280941,172,0.280941,172
Q6R327,Rapamycin-insensitive companion of mTOR ,7,1.0,0.0456870834229989,1.5520066460037716,0.3993330122487508,-0.0600328882041836,0.5493794212727657,0.9285714285714286,0.0,0,2,0.0714285714285714,False,True,0.5604449933333252,,,,,,,,0.5604449933333252,,,,,,,,,,,0.280222,173,0.280222,173
Q68DU0,Uncharacterized protein DKFZp781O2021 ,7,1.0,0.2238508377335945,2.296981897168067,-0.2318269986948241,-0.109235334888595,0.2393940123642824,0.9285714285714286,0.0,0,1,0.0714285714285714,False,True,0.5604246551016576,,,,,,,,0.5604246551016576,,,,,,,,,,,0.280212,174,0.280212,174
P0DP24,Calmodulin-2 ,7,1.0,-0.2135920128472796,0.7511970844403157,0.701792802237257,1.3372462635340234,0.7326752397405781,0.9285714285714286,0.0,0,6,0.0714285714285714,False,True,0.5601205124585206,,,,,,,,0.5601205124585206,,,,,,,,,,,0.28006,175,0.28006,175
Q6IAW5,Calumenin ,7,1.0,-0.1545478482135164,1.3977906360365646,2.435746686016941,3.82497805981021,0.9564566135587838,0.6938775510204083,0.2857142857142857,1,5,0.3061224489795918,True,True,0.5597662657797499,,,,,,,,0.5597662657797499,,,,,,,,,,,0.279883,176,0.279883,176
B4DG62,Hexokinase ,7,1.0,-0.0976401728792096,0.5000000000000004,1190398.7291257544,1.9598937719306944,0.0212405736974628,0.7755102040816327,0.1428571428571428,3,6,0.2244897959183673,True,True,0.559762493363685,,,,,,,,0.559762493363685,,,,,,,,,,,0.279881,177,0.279881,177
A0A384ME17,Elongation factor Tu ,7,1.0,-0.0226535659657569,0.9285714285714204,-1.7464438699594336,-0.4450592743526336,1.4960001061561867,0.7142857142857143,0.2857142857142857,0,5,0.2857142857142857,False,True,0.5592361052927124,,,,,,,,0.5592361052927124,,,,,,,,,,,0.279618,178,0.279618,178
A0A804HKI2,"Leucine-rich PPR motif-containing protein, mitochondrial ",7,1.0,-0.1137342553905453,0.5735440005307922,0.4809793333766662,1.0325953746817582,0.5940480252454385,0.9285714285714286,0.0,0,4,0.0714285714285714,False,True,0.5590597870170948,,,,,,,,0.5590597870170948,,,,,,,,,,,0.27953,179,0.27953,179
A0A7P0T870,DNA damage-binding protein 1 ,7,1.0,-0.4248173636988444,0.4643575117641718,1.142113925977127,1.743929623281165,0.9969011158495416,0.9285714285714286,0.0,0,6,0.0714285714285714,False,True,0.5582796556551334,,,,,,,,0.5582796556551334,,,,,,,,,,,0.27914,180,0.27914,180
P28070,Proteasome subunit beta type-4 ,7,1.0,-0.0381504527235655,0.8802085743042102,230481.07449834727,0.6345442130186498,0.6654201503797234,0.8469387755102041,0.1428571428571428,1,5,0.1530612244897959,True,True,0.5581995753522736,P28070,empty,,,,,,0.5581995753522736,,,,,,,,,,,0.2791,181,0.2791,181
P55084,"Trifunctional enzyme subunit beta, mitochondrial ",7,1.0,-0.1401345248711675,1.9252920921737864,0.55747387579376,0.8448897435501088,0.639354923827202,0.9285714285714286,0.0,0,4,0.0714285714285714,False,True,0.5569598964925916,,,,,,,,0.5569598964925916,,,,,,,,,,,0.27848,182,0.27848,182
B3KSW0,CDP-diacylglycerol--inositol 3-phosphatidyltransferase ,7,1.0,0.3309669777079057,2.3518379671087493,186.63549661680867,3.860324085126795,0.3266422929151211,0.5816326530612245,0.2857142857142857,1,5,0.4183673469387755,True,True,0.5565891894402503,,,,,,,,0.5565891894402503,,,,,,,,,,,0.278295,183,0.278295,183
V9GYE3,Apolipoprotein A-II ,7,1.0,0.0273806029391365,2.398191390310213,0.2016033396068135,0.3405311553596881,0.4303226564896542,0.9285714285714286,0.0,0,2,0.0714285714285714,False,True,0.5565181013126247,,,,,,,,0.5565181013126247,,,,,,,,,,,0.278259,184,0.278259,184
J3KPG2,Translationally-controlled tumor protein ,7,1.0,0.3473732511249881,1.701892841537721,-0.5568592707853482,-1.01541792353218,0.1166458705412336,0.9285714285714286,0.0,0,1,0.0714285714285714,False,True,0.5561196453224556,,,,,,,,0.5561196453224556,,,,,,,,,,,0.27806,185,0.27806,185
H0Y2Y8,Zyxin (Fragment) ,7,1.0,0.0532174119271869,0.465085844952989,167984.4860591344,0.1129356161709154,1.0426884218580197,0.6836734693877551,0.1428571428571428,0,6,0.3163265306122448,False,True,0.5552945285740769,,,,,,,,0.5552945285740769,,,,,,,,,,,0.277647,186,0.277647,186
P45974,Ubiquitin carboxyl-terminal hydrolase 5 ,7,1.0,-0.0201896874850206,1.49305463133286,25.20040550856273,4.125382764154804,0.5912342791246566,0.6836734693877551,0.2857142857142857,2,7,0.3163265306122448,True,True,0.5547549786824808,,,,,,,,0.5547549786824808,,,,,,,,,,,0.277377,187,0.277377,187
P42285,Exosome RNA helicase MTR4 ,7,1.0,0.1026726881686789,2.3275029208236373,0.028006598509371,-0.0367267524374383,0.3216225655149454,0.9285714285714286,0.0,0,2,0.0714285714285714,False,True,0.5539277284659512,,,,,,,,0.5539277284659512,,,,,,,,,,,0.276964,188,0.276964,188
A0A024QZP7,"Cell division cycle 2, G1 to S and G2 to M, isoform CRA_a ",7,1.0,0.375259293005396,0.8969608570946944,-0.1272712667450849,-0.3797332793189234,0.6881763161384207,0.7040816326530612,0.2857142857142857,1,4,0.2959183673469387,True,True,0.5533308810697495,,,,,,,,0.5533308810697495,,,,,,,,,,,0.276665,189,0.276665,189
U3KQC1,WD repeat-containing protein 18 (Fragment) ,7,1.0,0.035119338134366,0.9285714285714286,775468.653645836,1.0665588929884748,0.0,0.826530612244898,0.1428571428571428,3,6,0.1734693877551019,True,True,0.5528408145425374,,,,,,,,0.5528408145425374,,,,,,,,,,,0.27642,190,0.27642,190
Q9UJZ1,"Stomatin-like protein 2, mitochondrial ",7,1.0,0.0446440638192274,0.8370478084023728,0.0439008010364265,0.289059195137419,0.3332140077008794,0.9285714285714286,0.0,0,1,0.0714285714285714,False,True,0.5524089581257542,,,,,,,,0.5524089581257542,,,,,,,,,,,0.276204,191,0.276204,191
P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial ",7,1.0,-0.2434618002657182,0.9285714285714274,0.7209177813183816,0.8418472327972104,0.7405802503022659,0.9285714285714286,0.0,0,4,0.0714285714285714,False,True,0.5524068364778372,,,,,,,,0.5524068364778372,,,,,,,,,,,0.276203,192,0.276203,192
D6RC27,RNA polymerase II elongation factor ELL2 (Fragment) ,7,1.0,0.1204649176977084,2.1309073420800586,0.7222423341802691,0.6476395161178772,1.3134268053089635,0.5918367346938777,0.4285714285714285,0,4,0.4081632653061224,False,True,0.551811594307242,,,,,,,,0.551811594307242,,,,,,,,,,,0.275906,193,0.275906,193
A0A384P5S9,Epididymis secretory sperm binding protein ,7,1.0,-0.0605867058006601,1.8179590672919623,1.1857337671447574,2.313645585531397,1.1222844046612344,0.6224489795918366,0.2857142857142857,0,6,0.3775510204081632,False,True,0.5512257689209314,,,,,,,,0.5512257689209314,,,,,,,,,,,0.275613,194,0.275613,194
Q6PD74,Alpha- and gamma-adaptin-binding protein p34 ,7,1.0,-0.0259615922704072,0.7223018422601446,0.1904813060098134,0.3418854778838174,0.4193907831897062,0.9285714285714286,0.0,0,2,0.0714285714285714,False,True,0.5507961589548346,,,,,,,,0.5507961589548346,,,,,,,,,,,0.275398,195,0.275398,195
Q53FT8,Proteasome subunit beta (Fragment) ,7,1.0,0.4952370924029916,1.6834757559799531,6.596342610783947,2.075491950340922,0.3355119965646368,0.5918367346938777,0.4285714285714285,3,4,0.4081632653061224,True,True,0.5504727839512363,,,,,,,,0.5504727839512363,,,,,,,,,,,0.275236,196,0.275236,196
A0A0S2Z537,E3 ubiquitin protein ligase (Fragment) ,7,1.0,0.3279741492896743,2.063607072715822,-0.9697469396351652,-1.2515500934932184,0.0918305040884713,0.9285714285714286,0.0,0,1,0.0714285714285714,False,True,0.5504056865805077,,,,,,,,0.5504056865805077,,,,,,,,,,,0.275203,197,0.275203,197
Q99471,Prefoldin subunit 5 ,7,1.0,0.1902910424527917,1.3894698744784149,0.9828706060513244,1.677823198495247,0.7033242591460939,0.6836734693877551,0.4285714285714285,0,4,0.3163265306122448,False,True,0.55012990363666,,,,,,,,0.55012990363666,,,,,,,,,,,0.275065,198,0.275065,198
B4DGI6,"cDNA FLJ50498, highly similar to ATP-dependent RNA helicase DDX24 ",7,1.0,0.2520690577744481,1.212469537753046,-0.7325729362955823,-0.7881747724389356,0.1141680411624817,0.9285714285714286,0.0,0,1,0.0714285714285714,False,True,0.5492004286700489,,,,,,,,0.5492004286700489,,,,,,,,,,,0.2746,199,0.2746,199
P04075,Fructose-bisphosphate aldolase A ,7,1.0,0.3273930227193999,0.8194301750770072,0.2392401247233821,0.5282061971878029,0.8783166381784111,0.6020408163265306,0.4285714285714285,0,4,0.3979591836734694,False,True,0.5485843781619193,,,,,,,,0.5485843781619193,,,,,,,,,,,0.274292,200,0.274292,200
V9HW04,Serine/threonine-protein phosphatase ,7,1.0,-0.2992415398564634,1.3513285060432454,0.6876464549277392,1.0569391430077957,0.7213000076657802,0.9285714285714286,0.0,0,4,0.0714285714285714,False,True,0.5482681624121091,,,,,,,,0.5482681624121091,,,,,,,,,,,0.274134,201,0.274134,201
A0A024R8S3,Small ubiquitin-related modifier ,7,1.0,0.2378180791426394,0.4937037355481136,2.159742285231629,0.8456275529189021,0.5150873300538041,0.7346938775510204,0.2857142857142857,1,4,0.2653061224489795,True,True,0.5482499597655626,,,,,,,,0.5482499597655626,,,,,,,,,,,0.274125,202,0.274125,202
Q9HC36,"rRNA methyltransferase 3, mitochondrial ",7,1.0,0.3761109085063104,1.9710728020400587,2.399715062579385,1.7915484762667937,0.0780538314759725,0.7346938775510204,0.2857142857142857,0,5,0.2653061224489795,False,True,0.5481004680135401,,,,,,,,0.5481004680135401,,,,,,,,,,,0.27405,203,0.27405,203
P36578,60S ribosomal protein L4 ,7,1.0,-0.2020532515529919,0.1709850967910229,-3.327079538720025,-1.0254921300909707,1.751901013909618,0.7040816326530612,0.2857142857142857,0,5,0.2959183673469387,False,True,0.5480436130731705,,,,,,,,0.5480436130731705,,,,,,,,,,,0.274022,204,0.274022,204
A0A140VK94,"RAN binding protein 1, isoform CRA_g ",7,1.0,0.6969155292581313,2.073150150179789,0.0480419354449107,0.1791725244961881,0.465940738838731,0.5306122448979592,0.4285714285714285,0,2,0.4693877551020408,False,True,0.5478357983158875,,,,,,,,0.5478357983158875,,,,,,,,,,,0.273918,205,0.273918,205
O43324,Eukaryotic translation elongation factor 1 epsilon-1 ,7,1.0,-0.3265901682444287,0.0,814899.1924525189,1.0043451436528237,0.9525743971970017,0.673469387755102,0.1428571428571428,3,6,0.3265306122448979,True,True,0.547645576166067,O43324,empty,,,,,,0.547645576166067,,,,,,,,,,,0.273823,206,0.273823,206
B3KTJ9,"cDNA FLJ38393 fis, clone FEBRA2007212 ",7,1.0,0.4949906972575245,1.789301451557238,69.44058554442621,1.681587591925858,0.4148591872218725,0.5714285714285714,0.4285714285714285,1,5,0.4285714285714285,True,True,0.5475442383565681,,,,,,,,0.5475442383565681,,,,,,,,,,,0.273772,207,0.273772,207
P51659,Peroxisomal multifunctional enzyme type 2 ,7,1.0,0.0007055822681498,0.8568805669092419,0.0719859235618206,0.12383012292835,0.3504498916367962,0.9285714285714286,0.0,0,2,0.0714285714285714,False,True,0.5473435668886354,,,,,,,,0.5473435668886354,,,,,,,,,,,0.273672,208,0.273672,208
B2CIS9,"Caspase 14, apoptosis-related cysteine peptidase ",7,1.0,0.1733511258034703,1.638600526458476,2.2138683719269787,2.156631069830248,0.1259835007197078,0.8163265306122449,0.2857142857142857,0,7,0.183673469387755,False,True,0.5469883818732147,,,,,,,,0.5469883818732147,,,,,,,,,,,0.273494,209,0.273494,209
A0AVP6,UTS2 protein ,7,1.0,0.3435034306752548,2.237534927845988,0.6074677676127427,0.3403911031231281,0.3714608281444186,0.7448979591836735,0.2857142857142857,0,1,0.2551020408163265,False,True,0.5468539009852177,,,,,,,,0.5468539009852177,,,,,,,,,,,0.273427,210,0.273427,210
E9KL44,Enoyl-CoA hydratase ,7,1.0,-0.3131402711397104,2.202467497949188,0.5739483311954036,1.2110152842647537,0.6888741722885516,0.9285714285714286,0.0,0,6,0.0714285714285714,False,True,0.5468158273713362,,,,,,,,0.5468158273713362,,,,,,,,,,,0.273408,211,0.273408,211
V9HWH7,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase ,7,1.0,0.1112439750062323,1.2652008473552254,2.8560211458655225,3.71079783961028,0.4837884668026596,0.6428571428571429,0.4285714285714285,0,5,0.3571428571428571,False,True,0.5462529914242136,,,,,,,,0.5462529914242136,,,,,,,,,,,0.273126,212,0.273126,212
A0A024R862,"GTPase activating protein and VPS9 domains 1, isoform CRA_b ",7,1.0,0.0179367229162254,1.2269573472329445,0.0059059968210996,0.0680867360066734,0.3100312434866184,0.9285714285714286,0.0,0,1,0.0714285714285714,False,True,0.5462385216195504,,,,,,,,0.5462385216195504,,,,,,,,,,,0.273119,213,0.273119,213
Q5T9A4,ATPase family AAA domain-containing protein 3B ,7,1.0,0.053405300073474,1.7531274108099535,0.2897518142389027,0.0220563776643558,0.4478044201389701,0.8571428571428571,0.0,0,3,0.1428571428571428,False,True,0.546091466846229,,,,,,,,0.546091466846229,,,,,,,,,,,0.273046,214,0.273046,214
Q567R6,Single-stranded DNA-binding protein ,7,1.0,0.2713405791865975,1.8282961890742373,-0.4827010699249762,-0.330243792719525,0.7301023917045572,0.7040816326530612,0.2857142857142857,0,5,0.2959183673469387,False,True,0.5460851192840435,,,,,,,,0.5460851192840435,,,,,,,,,,,0.273043,215,0.273043,215
P61221,ATP-binding cassette sub-family E member 1 ,7,1.0,0.3507716622641851,2.295703980483216,2.7184067743599534,2.00218005721781,0.6050926524996526,0.5612244897959184,0.4285714285714285,1,5,0.4387755102040816,True,True,0.5457692528886888,,,,,,,,0.5457692528886888,,,,,,,,,,,0.272885,216,0.272885,216
Q86Y56,Dynein axonemal assembly factor 5 ,7,1.0,0.127937219214305,1.258600106110904,7.495990399247622,3.491013033321288,0.2807016937240327,0.6836734693877551,0.2857142857142857,1,6,0.3163265306122448,True,True,0.5455964857359147,,,,,,,,0.5455964857359147,,,,,,,,,,,0.272798,217,0.272798,217
A0A024RC33,Microtubule-associated protein RP/EB family member 2 ,7,1.0,0.1745113356339988,2.307117629775976,-0.5340891822283811,-0.5504584966350556,0.1293209590712707,0.9285714285714286,0.0,0,1,0.0714285714285714,False,True,0.5450542930381304,,,,,,,,0.5450542930381304,,,,,,,,,,,0.272527,218,0.272527,218
Q14984,OriP binding protein (Fragment) ,6,0.8571428571428571,-0.8481849085451935,0.0,2.9980718805322497,4.346532549028812,1.8123368988435924,0.9285714285714284,0.0,3,6,0.0714285714285714,True,True,0.5449485534897853,,,,,,,,0.5449485534897853,,,,,,,,,,,0.272474,219,0.272474,219
B4DXG8,Exosome complex component RRP45 ,7,1.0,0.3539755630202564,1.1731199636944476,0.5987736459399003,1.17839934231813,0.2622731880281172,0.7040816326530612,0.2857142857142857,0,3,0.2959183673469387,False,True,0.5448774863833155,,,,,,,,0.5448774863833155,,,,,,,,,,,0.272439,220,0.272439,220
B9A6J2,Rab3 GTPase-activating protein catalytic subunit ,7,1.0,-0.0814102004542658,0.8311757097314143,0.0232252032188519,0.4543561306925419,0.3864517981491089,0.9285714285714286,0.0,0,1,0.0714285714285714,False,True,0.5448650222850794,,,,,,,,0.5448650222850794,,,,,,,,,,,0.272433,221,0.272433,221
B2RBA6,DNA replication licensing factor MCM7 ,7,1.0,-0.6649137526809558,0.0,1.3061617142513968,2.101640653129131,1.0932104183003486,0.9285714285714286,0.0,0,6,0.0714285714285714,False,True,0.5440913302864016,,,,,,,,0.5440913302864016,,,,,,,,,,,0.272046,222,0.272046,222
Q8TBK9,"Prothymosin, alpha ",7,1.0,0.2993803616313147,1.512876733027835,-3.057814885462058,-1.5433132338547608,0.8785363541221525,0.7040816326530612,0.2857142857142857,0,5,0.2959183673469387,False,True,0.5439113285883401,,,,,,,,0.5439113285883401,,,,,,,,,,,0.271956,223,0.271956,223
A0A024R9Y7,"Melanoma antigen family D, 2, isoform CRA_a ",7,1.0,0.0242281670277447,1.8578407352663329,3.7789203350770046,1.5981991070556312,0.7159739821313966,0.7142857142857143,0.2857142857142857,4,5,0.2857142857142857,True,True,0.5434407018336077,,,,,,,,0.5434407018336077,,,,,,,,,,,0.27172,224,0.27172,224
O14929,Histone acetyltransferase type B catalytic subunit ,7,1.0,0.7756853280787804,2.131652669875682,0.5164769762487958,0.3000034386354109,0.0,0.5714285714285714,0.2857142857142857,0,3,0.4285714285714285,False,True,0.542630379299684,,,,,,,,0.542630379299684,,,,,,,,,,,0.271315,225,0.271315,225
H0YEL0,Gem-associated protein 2 (Fragment) ,7,1.0,-0.3469578861107306,0.7705676818032245,0.6317734112693663,0.9145603139303766,0.6902422292623982,0.9285714285714286,0.0,0,6,0.0714285714285714,False,True,0.5404802351890423,,,,,,,,0.5404802351890423,,,,,,,,,,,0.27024,226,0.27024,226
A0A140VJK6,Glutamine amidotransferase ,7,1.0,-0.1514180141988475,1.1083446390193574,0.2405700623890889,0.3188123349661325,0.4505553384850986,0.9285714285714286,0.0,0,2,0.0714285714285714,False,True,0.5401225153174116,,,,,,,,0.5401225153174116,,,,,,,,,,,0.270061,227,0.270061,227
Q9NZT1,Calmodulin-like protein 5 ,7,1.0,0.342785972285789,1.629784838104047,120450.32610742642,0.0714144706821464,0.2814453255575617,0.6836734693877551,0.1428571428571428,0,3,0.3163265306122448,False,True,0.5399052573825696,,,,,,,,0.5399052573825696,,,,,,,,,,,0.269953,228,0.269953,228
Q9P258,Protein RCC2 ,7,1.0,-0.1348316122061913,0.3890788199435168,0.6490463297769937,1.98927459078098,0.8449597988378292,0.7142857142857143,0.2857142857142857,0,5,0.2857142857142857,False,True,0.5391860518515194,,,,,,,,0.5391860518515194,,,,,,,,,,,0.269593,229,0.269593,229
P62826,GTP-binding nuclear protein Ran ,7,1.0,0.0929541297830108,0.9285714285714286,-2.242837304868652,-0.755559304641757,1.0027932346841608,0.7040816326530612,0.2857142857142857,0,5,0.2959183673469387,False,True,0.5390404651268973,,,,,,,,0.5390404651268973,,,,,,,,,,,0.26952,230,0.26952,230
P01023,Alpha-2-macroglobulin ,7,1.0,-0.2151850569180091,0.8745569307842544,0.3181200320781815,0.531808694080496,0.5023790691854975,0.9285714285714286,0.0,0,3,0.0714285714285714,False,True,0.5390194872367642,,,,,,,,0.5390194872367642,,,,,,,,,,,0.26951,231,0.26951,231
P82675,"28S ribosomal protein S5, mitochondrial ",7,1.0,0.2852627796753727,1.185141574177049,-0.9137504310414196,-2.0709150453467444,0.1728495949835529,0.9081632653061226,0.0,0,1,0.0918367346938775,False,True,0.5389519857955872,,,,,,,,0.5389519857955872,,,,,,,,,,,0.269476,232,0.269476,232
B7Z6W5,Cystathionine beta-synthase ,7,1.0,0.4287655290968325,1.6929470351791287,-4.976262565955591,-1.2826130848030388,0.4699786237625445,0.7142857142857143,0.2857142857142857,0,2,0.2857142857142857,False,True,0.5386643853338144,,,,,,,,0.5386643853338144,,,,,,,,,,,0.269332,233,0.269332,233
Q96N67,Dedicator of cytokinesis protein 7 ,7,1.0,0.1902762416230866,1.5116896897394885,1.4379829397969537,1.8582711811992176,0.2209744462043233,0.7346938775510204,0.2857142857142857,0,6,0.2653061224489795,False,True,0.5385705931216141,,,,,,,,0.5385705931216141,,,,,,,,,,,0.269285,234,0.269285,234
Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein ,7,1.0,-0.3230922340052338,0.085360015890418,-430.1917245210821,-0.2692874308066706,1.6379049954671994,0.7040816326530612,0.2857142857142857,0,5,0.2959183673469387,False,True,0.5382319620403048,,,,,,,,0.5382319620403048,,,,,,,,,,,0.269116,235,0.269116,235
Q9NVH1,DnaJ homolog subfamily C member 11 ,7,1.0,0.1934846503668468,1.5303947715944506,715434.9510123065,0.561586283197073,0.1146903775769955,0.6326530612244898,0.1428571428571428,0,2,0.3673469387755101,False,True,0.5380375240239269,,,,,,,,0.5380375240239269,,,,,,,,,,,0.269019,236,0.269019,236
A0A140VK44,Proteasome subunit alpha type ,7,1.0,-0.6671559787013586,0.656205412824112,1.1659188595631809,1.9431819504371648,1.011124590980823,0.9285714285714286,0.0,0,6,0.0714285714285714,False,True,0.5377734897028614,,,,,,,,0.5377734897028614,,,,,,,,,,,0.268887,237,0.268887,237
D3DSW1,STING ER exit protein ,7,1.0,0.2893933693122998,2.1247629429253805,-13787.296510235776,-0.1425808465958375,0.0,0.8571428571428571,0.1428571428571428,0,3,0.1428571428571428,False,True,0.5374534961741798,,,,,,,,0.5374534961741798,,,,,,,,,,,0.268727,238,0.268727,238
E9PF19,Transducin beta-like protein 2 ,7,1.0,0.2363652034416925,1.1767706976230468,1.84032454781386,2.4184055040053494,0.309750036126894,0.6224489795918368,0.2857142857142857,0,4,0.3775510204081632,False,True,0.5372422844584485,,,,,,,,0.5372422844584485,,,,,,,,,,,0.268621,239,0.268621,239
Q9H6S0,3-5 RNA helicase YTHDC2 ,7,1.0,0.0317521668619124,0.9365707090065926,585600.0972896398,0.9907891594653648,0.0622191336800152,0.7551020408163266,0.1428571428571428,3,5,0.2448979591836734,True,True,0.5369614265176409,,,,,,,,0.5369614265176409,,,,,,,,,,,0.268481,240,0.268481,240
Q6P4A7,Sideroflexin-4 ,7,1.0,-0.2094214912570777,0.5764383535919515,903481.6889139836,1.278211585327245,0.0051378961587467,0.826530612244898,0.1428571428571428,5,6,0.1734693877551019,True,True,0.536889022348834,,,,,,,,0.536889022348834,,,,,,,,,,,0.268445,241,0.268445,241
A0A7I2V4E4,Eukaryotic translation initiation factor 4H ,7,1.0,-0.149635789269162,0.3508006999470992,0.1880263566058201,0.1598771993062406,0.418116120640402,0.9285714285714286,0.0,0,3,0.0714285714285714,False,True,0.5368612726296458,,,,,,,,0.5368612726296458,,,,,,,,,,,0.268431,242,0.268431,242
O95347,Structural maintenance of chromosomes protein 2 ,7,1.0,-0.8057441343790236,0.1103154906008251,1.4273163276511232,2.228517687394888,1.1743005782787923,0.9285714285714286,0.0,0,7,0.0714285714285714,False,True,0.5362135218590866,,,,,,,,0.5362135218590866,,,,,,,,,,,0.268107,243,0.268107,243
A0A140VJK7,5-deoxynucleotidase HDDC2 ,7,1.0,0.3389956391125013,1.7834267388421683,10.00931958119629,1.359751526831371,0.0406260218692861,0.7551020408163265,0.4285714285714285,3,5,0.2448979591836734,True,True,0.5359217869498576,,,,,,,,0.5359217869498576,,,,,,,,,,,0.267961,244,0.267961,244
P13797,Plastin-3 ,7,1.0,0.3280365596240951,2.916505855535908,-1.84644849237114,0.0358845845198096,0.2488810453565019,0.7448979591836735,0.2857142857142857,0,1,0.2551020408163265,False,True,0.535529555690876,,,,,,,,0.535529555690876,,,,,,,,,,,0.267765,245,0.267765,245
Q8NB01,"cDNA FLJ34453 fis, clone HLUNG2002429, highly similar to Homo sapiens cartilage-associated protein ",7,1.0,-0.3966923202585515,0.5769384303836619,0.4313770139214692,0.9730972521466938,0.6699914155556325,0.9285714285714286,0.0,0,6,0.0714285714285714,False,True,0.5352114354007803,,,,,,,,0.5352114354007803,,,,,,,,,,,0.267606,246,0.267606,246
